Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Region,Product_ID,Product_Category,Product_Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Unit_Price,Revenue
ORD002479,2022-04-14 06:00:00,2022-04-15 06:00:00,CUST0729,Customer_1573,Consumer,West,PROD0241,Clothing,Paper,Product_329,111.97879217893384,9,0.1,-95.39230700893545,11.206441846675666,Low,12.442088019881538,111.97879217893384
ORD002480,2022-04-14 07:00:00,2022-04-15 07:00:00,CUST0801,Customer_1143,Corporate,South,PROD0251,Electronics,Chairs,Product_297,107.43058017790179,4,0.0,-39.43824466092773,2.9404525824299537,Critical,26.857645044475447,107.43058017790179
ORD002481,2022-04-14 08:00:00,2022-04-15 08:00:00,CUST0102,Customer_1010,Corporate,South,PROD0010,Office Supplies,Appliances,Product_203,46.42018006666952,6,0.1,42.53722799282735,6.8545153820415425,Medium,7.736696677778254,46.42018006666952
ORD002482,2022-04-14 09:00:00,2022-04-15 09:00:00,CUST1449,Customer_598,Consumer,East,PROD0187,Office Supplies,Accessories,Product_133,173.39142968086372,7,0.2,76.69238217018199,3.6267322682240506,Low,24.770204240123388,173.39142968086372
ORD002483,2022-04-14 10:00:00,2022-04-15 10:00:00,CUST1416,Customer_1406,Consumer,East,PROD0409,Furniture,Appliances,Product_437,32.4642093694968,1,0.1,-6.785803395891488,2.2008586241708774,Critical,32.4642093694968,32.4642093694968
ORD002484,2022-04-14 11:00:00,2022-04-15 11:00:00,CUST0779,Customer_392,Consumer,East,PROD0110,Clothing,Appliances,Product_422,60.57098744643124,1,0.0,15.542281658818307,5.694175535384493,Medium,60.57098744643124,60.57098744643124
ORD002485,2022-04-14 12:00:00,2022-04-15 12:00:00,CUST0214,Customer_977,Corporate,East,PROD0028,Electronics,Accessories,Product_116,73.8827440154243,2,0.1,-60.988043978742894,2.91809350077152,Medium,36.94137200771215,73.8827440154243
ORD002486,2022-04-14 13:00:00,2022-04-15 13:00:00,CUST1715,Customer_1076,Corporate,East,PROD0474,Office Supplies,Binders,Product_480,135.95070433364938,2,0.0,8.133620197428103,4.1288273237713895,Medium,67.97535216682469,135.95070433364938
ORD002487,2022-04-14 14:00:00,2022-04-15 14:00:00,CUST1112,Customer_603,Consumer,West,PROD0460,Clothing,Binders,Product_93,60.058655649892934,4,0.15,13.551768883167693,4.701194187686946,High,15.014663912473234,60.058655649892934
ORD002488,2022-04-14 15:00:00,2022-04-15 15:00:00,CUST1577,Customer_1313,Corporate,Central,PROD0061,Furniture,Paper,Product_102,220.6555751939148,1,0.0,0.5044176685109192,13.519567216287783,Medium,220.6555751939148,220.6555751939148
ORD002489,2022-04-14 16:00:00,2022-04-15 16:00:00,CUST0401,Customer_337,Consumer,Central,PROD0058,Furniture,Binders,Product_360,59.33924333778501,7,0.0,60.904606939406634,6.182890655401898,Medium,8.477034762540715,59.33924333778501
ORD002490,2022-04-14 17:00:00,2022-04-15 17:00:00,CUST0588,Customer_810,Home Office,West,PROD0300,Electronics,Accessories,Product_348,239.73594238193758,6,0.1,27.871163623513254,5.770880410212706,Medium,39.9559903969896,239.73594238193758
ORD002491,2022-04-14 18:00:00,2022-04-15 18:00:00,CUST0889,Customer_1228,Home Office,West,PROD0497,Office Supplies,Appliances,Product_437,88.96637899062307,6,0.0,2.4249727365440243,4.018200833879361,Medium,14.827729831770512,88.96637899062307
ORD002492,2022-04-14 19:00:00,2022-04-15 19:00:00,CUST1070,Customer_1904,Corporate,Central,PROD0339,Office Supplies,Paper,Product_472,133.36195713466543,9,0.0,34.81951660217142,10.5629071963793,Medium,14.817995237185048,133.36195713466543
ORD002493,2022-04-14 20:00:00,2022-04-15 20:00:00,CUST1696,Customer_1262,Home Office,South,PROD0252,Electronics,Paper,Product_440,175.4109323014537,4,0.2,52.26478819396987,3.606795046920707,High,43.852733075363425,175.4109323014537
ORD002494,2022-04-14 21:00:00,2022-04-15 21:00:00,CUST1487,Customer_1406,Home Office,West,PROD0407,Office Supplies,Phones,Product_275,10.955269387741472,8,0.2,-16.28355773218025,4.190983197069187,Medium,1.369408673467684,10.955269387741472
ORD002495,2022-04-14 22:00:00,2022-04-15 22:00:00,CUST0592,Customer_1691,Home Office,East,PROD0462,Clothing,Tables,Product_118,245.40146298438214,2,0.25,-8.84618457255731,13.566168879131773,Medium,122.70073149219107,245.40146298438214
ORD002496,2022-04-14 23:00:00,2022-04-15 23:00:00,CUST1334,Customer_752,Corporate,East,PROD0256,Clothing,Accessories,Product_65,69.94181066764962,8,0.2,-30.214878846137417,2.5972719306770826,Low,8.742726333456202,69.94181066764962
ORD002497,2022-04-15 00:00:00,2022-04-16 00:00:00,CUST1110,Customer_1160,Consumer,East,PROD0381,Office Supplies,Paper,Product_69,327.269462026035,6,0.2,12.135375174581185,2.9017529216209996,Low,54.5449103376725,327.269462026035
ORD002498,2022-04-15 01:00:00,2022-04-16 01:00:00,CUST0092,Customer_1431,Consumer,West,PROD0145,Furniture,Accessories,Product_215,96.64944903908777,8,0.2,27.443235691203164,4.320566800211946,Low,12.081181129885971,96.64944903908777
ORD002499,2022-04-15 02:00:00,2022-04-16 02:00:00,CUST1684,Customer_1532,Consumer,East,PROD0079,Clothing,Phones,Product_309,62.65446233587554,3,0.15,-7.066795544407727,13.067425298761975,Low,20.88482077862518,62.65446233587554
ORD002500,2022-04-15 03:00:00,2022-04-16 03:00:00,CUST0673,Customer_1386,Corporate,West,PROD0341,Furniture,Appliances,Product_147,30.21401915303932,4,0.0,57.44840142003037,11.36143511929777,Low,7.55350478825983,30.21401915303932
ORD002501,2022-04-15 04:00:00,2022-04-16 04:00:00,CUST0714,Customer_1405,Consumer,East,PROD0294,Office Supplies,Phones,Product_66,152.09663156479732,6,0.1,45.121283012138534,4.158344073015119,Medium,25.349438594132888,152.09663156479732
ORD002502,2022-04-15 05:00:00,2022-04-16 05:00:00,CUST0936,Customer_881,Consumer,Central,PROD0286,Office Supplies,Paper,Product_176,183.24126612578294,1,0.0,-8.556601432726081,9.79490301929412,Low,183.24126612578294,183.24126612578294
ORD002503,2022-04-15 06:00:00,2022-04-16 06:00:00,CUST1952,Customer_1600,Consumer,East,PROD0403,Furniture,Accessories,Product_66,152.34233140895256,1,0.15,-11.174327677995768,4.440626314631656,Medium,152.34233140895256,152.34233140895256
ORD002504,2022-04-15 07:00:00,2022-04-16 07:00:00,CUST0242,Customer_635,Consumer,Central,PROD0288,Electronics,Accessories,Product_201,68.09480462624252,8,0.1,-23.554690577183763,5.529660820295678,High,8.511850578280315,68.09480462624252
ORD002505,2022-04-15 08:00:00,2022-04-16 08:00:00,CUST1889,Customer_254,Corporate,East,PROD0477,Electronics,Accessories,Product_18,130.53969538439713,6,0.0,5.835725154362278,17.03885758444708,Medium,21.756615897399524,130.53969538439713
ORD002506,2022-04-15 09:00:00,2022-04-16 09:00:00,CUST0002,Customer_1501,Home Office,East,PROD0214,Furniture,Phones,Product_336,69.2455225050542,4,0.2,64.60869233094438,6.643535128158987,High,17.31138062626355,69.2455225050542
ORD002507,2022-04-15 10:00:00,2022-04-16 10:00:00,CUST0225,Customer_1138,Corporate,South,PROD0020,Furniture,Shirts,Product_295,114.67345594589337,5,0.15,-7.812240419008822,13.477372851043238,Medium,22.934691189178672,114.67345594589337
ORD002508,2022-04-15 11:00:00,2022-04-16 11:00:00,CUST0801,Customer_20,Corporate,Central,PROD0358,Clothing,Chairs,Product_127,152.81590177001203,7,0.0,35.773185617293635,10.004201640903656,High,21.83084311000172,152.81590177001203
ORD002509,2022-04-15 12:00:00,2022-04-16 12:00:00,CUST1769,Customer_528,Corporate,East,PROD0230,Furniture,Chairs,Product_201,122.26375727051871,8,0.1,19.952928253108606,3.4662074267895626,Medium,15.282969658814839,122.26375727051871
ORD002510,2022-04-15 13:00:00,2022-04-16 13:00:00,CUST1997,Customer_1169,Consumer,Central,PROD0064,Electronics,Accessories,Product_492,47.30627604298623,7,0.2,-33.678445883673504,4.209443095049359,Medium,6.758039434712318,47.30627604298623
ORD002511,2022-04-15 14:00:00,2022-04-16 14:00:00,CUST1950,Customer_1232,Consumer,Central,PROD0036,Furniture,Accessories,Product_51,130.1681072493236,7,0.15,44.928204526658824,9.035268496633202,Medium,18.595443892760517,130.1681072493236
ORD002512,2022-04-15 15:00:00,2022-04-16 15:00:00,CUST1953,,Home Office,West,PROD0449,Electronics,Tables,Product_127,56.506206345158056,7,0.15,3.893968488127001,3.51133004633812,Medium,8.072315192165437,56.506206345158056
ORD002513,2022-04-15 16:00:00,2022-04-16 16:00:00,CUST0589,Customer_376,Consumer,West,PROD0211,Electronics,Paper,Product_151,67.21902238136627,4,0.15,1.7058245572383146,6.68132575825992,Medium,16.804755595341568,67.21902238136627
ORD002514,2022-04-15 17:00:00,2022-04-16 17:00:00,CUST0116,Customer_1528,Consumer,South,PROD0171,Electronics,Phones,Product_161,22.502965301679286,5,0.0,18.861515621685633,3.141503110825001,Low,4.5005930603358575,22.502965301679286
ORD002515,2022-04-15 18:00:00,2022-04-16 18:00:00,CUST1690,Customer_1928,Corporate,East,PROD0026,Furniture,Tables,Product_188,60.94491974326543,7,0.1,10.47766571625183,5.750316219989465,Medium,8.706417106180776,60.94491974326543
ORD002516,2022-04-15 19:00:00,2022-04-16 19:00:00,CUST0918,Customer_166,Consumer,West,PROD0263,Electronics,Accessories,Product_230,47.794368760891096,3,0.0,48.71088207308282,5.082897159720585,Medium,15.931456253630365,47.794368760891096
ORD002517,2022-04-15 20:00:00,2022-04-16 20:00:00,CUST1127,Customer_1574,Consumer,West,PROD0290,Electronics,Binders,Product_443,99.05654201455181,5,0.0,0.8475586364892951,10.861556446258536,High,19.811308402910363,99.05654201455181
ORD002518,2022-04-15 21:00:00,2022-04-16 21:00:00,CUST0194,Customer_1205,Consumer,Central,PROD0164,Office Supplies,Chairs,Product_98,141.11148908973905,7,0.15,26.00078234935629,5.305326619720083,High,20.158784155677008,141.11148908973905
ORD002519,2022-04-15 22:00:00,2022-04-16 22:00:00,CUST1190,Customer_861,Consumer,South,PROD0390,Electronics,Chairs,Product_410,176.77216568611757,2,0.0,35.00292192958169,5.912190580891367,Low,88.38608284305879,176.77216568611757
ORD002520,2022-04-15 23:00:00,2022-04-16 23:00:00,CUST0871,Customer_617,Consumer,South,PROD0421,Electronics,Tables,Product_401,67.13631529324202,7,0.0,-13.740842081225924,15.463795766342754,Medium,9.59090218474886,67.13631529324202
ORD002521,2022-04-16 00:00:00,2022-04-17 00:00:00,CUST0090,Customer_612,Consumer,Central,PROD0062,Clothing,Chairs,Product_181,151.80296073058793,6,0.15,21.09385811957442,4.744087257327873,Medium,25.30049345509799,151.80296073058793
ORD002522,2022-04-16 01:00:00,2022-04-17 01:00:00,CUST1710,Customer_1626,Corporate,South,PROD0086,Office Supplies,Chairs,Product_334,49.78231855227794,8,0.15,-8.148502994906783,4.309646042543551,Medium,6.222789819034743,49.78231855227794
ORD002523,2022-04-16 02:00:00,2022-04-17 02:00:00,CUST0122,Customer_1951,Home Office,Central,PROD0073,Electronics,Shirts,Product_205,51.972851486827466,7,0.1,33.31566139146971,2.5997458630420796,High,7.424693069546781,51.972851486827466
ORD002524,2022-04-16 03:00:00,2022-04-17 03:00:00,CUST0143,Customer_1836,Consumer,Central,PROD0491,Electronics,Binders,Product_470,322.5166040728419,4,0.1,-54.129992454462155,3.8222752063696364,Medium,80.62915101821048,322.5166040728419
ORD002525,2022-04-16 04:00:00,2022-04-17 04:00:00,CUST0994,Customer_1468,Home Office,South,PROD0384,Office Supplies,Paper,Product_427,153.97790746985885,5,0.2,58.77915908403808,13.045907591047637,Medium,30.79558149397177,153.97790746985885
ORD002526,2022-04-16 05:00:00,2022-04-17 05:00:00,CUST0106,Customer_1356,Consumer,East,PROD0060,Office Supplies,Accessories,Product_304,21.765708294453233,6,0.0,4.695566883652424,5.960420362214016,Medium,3.6276180490755388,21.765708294453233
ORD002527,2022-04-16 06:00:00,2022-04-17 06:00:00,CUST0887,Customer_503,Consumer,Central,PROD0477,Electronics,Appliances,Product_82,80.0919781173108,2,0.0,24.39210454070163,9.884438650700023,Critical,40.0459890586554,80.0919781173108
ORD002528,2022-04-16 07:00:00,2022-04-17 07:00:00,CUST0428,Customer_913,Consumer,Central,PROD0320,Electronics,Tables,Product_404,58.21714529984361,6,0.15,27.01233296639384,7.262961470182571,Low,9.702857549973935,58.21714529984361
ORD002529,2022-04-16 08:00:00,2022-04-17 08:00:00,CUST1329,Customer_79,Corporate,South,PROD0178,Clothing,Binders,Product_478,43.07107416993537,9,0.15,4.299816481788267,8.718545599676977,High,4.785674907770597,43.07107416993537
ORD002530,2022-04-16 09:00:00,2022-04-17 09:00:00,CUST1896,Customer_585,Consumer,South,PROD0052,Office Supplies,Phones,Product_419,51.19936165454561,8,0.0,0.4432860751518497,5.2037779944207685,Medium,6.3999202068182015,51.19936165454561
ORD002531,2022-04-16 10:00:00,2022-04-17 10:00:00,CUST1995,Customer_1959,Corporate,South,PROD0145,Furniture,Phones,Product_33,145.9919927366872,5,0.1,25.537878960730218,6.489331422158119,Low,29.19839854733744,145.9919927366872
ORD002532,2022-04-16 11:00:00,2022-04-17 11:00:00,CUST0317,Customer_1962,Corporate,South,PROD0316,Electronics,Binders,Product_238,36.64691813331791,5,0.15,57.08525166504535,3.4138180144512718,Low,7.329383626663582,36.64691813331791
ORD002533,2022-04-16 12:00:00,2022-04-17 12:00:00,CUST1987,Customer_688,Corporate,West,PROD0077,Electronics,Accessories,Product_81,30.421630330803538,2,0.15,33.91924733468246,10.153808076825243,Medium,15.210815165401769,30.421630330803538
ORD002534,2022-04-16 13:00:00,2022-04-17 13:00:00,CUST0635,Customer_396,Corporate,East,PROD0119,Furniture,Phones,Product_355,143.08713583961648,3,0.1,7.34698093650343,10.957204995288487,Low,47.69571194653883,143.08713583961648
ORD002535,2022-04-16 14:00:00,2022-04-17 14:00:00,CUST1926,Customer_1632,Home Office,East,PROD0209,Clothing,Binders,Product_460,123.24791511458534,9,0.0,58.516473309755476,6.981461026998764,Critical,13.694212790509482,123.24791511458534
ORD002536,2022-04-16 15:00:00,2022-04-17 15:00:00,CUST0009,Customer_1881,Consumer,West,PROD0182,Electronics,Chairs,Product_2,77.60368769582479,7,0.0,70.75827858376078,6.909890712536958,Medium,11.08624109940354,77.60368769582479
ORD002537,2022-04-16 16:00:00,2022-04-17 16:00:00,CUST0774,Customer_1127,Consumer,West,PROD0138,Clothing,Paper,Product_418,21.112871106302194,8,0.1,11.417986729777194,2.222435646718516,Critical,2.6391088882877742,21.112871106302194
ORD002538,2022-04-16 17:00:00,2022-04-17 17:00:00,CUST1097,Customer_402,Corporate,West,PROD0125,Electronics,Tables,Product_332,91.4033548574174,9,0.15,28.28882718966099,9.107550863160975,Medium,10.155928317490822,91.4033548574174
ORD002539,2022-04-16 18:00:00,2022-04-17 18:00:00,CUST1383,Customer_975,Corporate,West,PROD0153,Furniture,Tables,Product_90,29.64138743051738,3,0.1,30.563559301353155,7.300872384127817,Medium,9.880462476839126,29.64138743051738
ORD002540,2022-04-16 19:00:00,2022-04-17 19:00:00,CUST0223,Customer_224,Consumer,South,PROD0018,Electronics,Chairs,Product_126,50.97292236451384,5,0.15,66.65523850235445,4.266035995926487,Low,10.194584472902768,50.97292236451384
ORD002541,2022-04-16 20:00:00,2022-04-17 20:00:00,CUST1440,Customer_518,Consumer,West,PROD0064,Office Supplies,Appliances,Product_416,74.80820091818845,4,0.2,39.93651037694787,7.995427963126275,High,18.702050229547112,74.80820091818845
ORD002542,2022-04-16 21:00:00,2022-04-17 21:00:00,CUST0553,Customer_634,Consumer,South,PROD0497,Furniture,Accessories,Product_21,147.48645139129485,4,0.15,48.09650440216595,3.7309275262577972,Low,36.87161284782371,147.48645139129485
ORD002543,2022-04-16 22:00:00,2022-04-17 22:00:00,CUST1394,,Consumer,South,PROD0236,Office Supplies,Paper,Product_5,180.05814958489563,5,0.0,75.47967474583513,6.501404184143844,High,36.011629916979125,180.05814958489563
ORD002544,2022-04-16 23:00:00,2022-04-17 23:00:00,CUST0716,Customer_1451,Consumer,West,PROD0079,Office Supplies,Phones,Product_284,58.78292582539145,5,0.0,26.80833138503176,11.763091899558745,Medium,11.75658516507829,58.78292582539145
ORD002545,2022-04-17 00:00:00,2022-04-18 00:00:00,CUST1288,Customer_116,Home Office,West,PROD0059,Furniture,Appliances,Product_343,76.72930346781851,4,0.0,39.31987852224788,4.040945288498463,Medium,19.182325866954628,76.72930346781851
ORD002546,2022-04-17 01:00:00,2022-04-18 01:00:00,CUST1864,Customer_1187,Corporate,Central,PROD0411,Office Supplies,Tables,Product_304,49.723765818759055,6,0.0,28.76055587958353,7.4177849688501105,Medium,8.28729430312651,49.723765818759055
ORD002547,2022-04-17 02:00:00,2022-04-18 02:00:00,CUST1714,Customer_226,Consumer,Central,PROD0251,Electronics,Shirts,Product_352,84.76709142480486,7,0.0,17.820784076263934,5.422246033054561,High,12.109584489257838,84.76709142480486
ORD002548,2022-04-17 03:00:00,2022-04-18 03:00:00,CUST1884,Customer_230,Corporate,West,PROD0314,Office Supplies,Tables,Product_197,69.27273093512986,8,0.0,-20.587409306509006,2.753164331877432,Critical,8.659091366891232,69.27273093512986
ORD002549,2022-04-17 04:00:00,2022-04-18 04:00:00,CUST1342,Customer_182,Home Office,East,PROD0061,Electronics,Shirts,Product_254,62.442514651250335,3,0.15,-12.567229927963792,5.021488161278095,Critical,20.814171550416777,62.442514651250335
ORD002550,2022-04-17 05:00:00,2022-04-18 05:00:00,CUST1108,Customer_1273,Consumer,East,PROD0467,Furniture,Accessories,Product_355,101.21550185113155,4,0.0,-26.535151866402543,11.136187593681754,Medium,25.303875462782887,101.21550185113155
ORD002551,2022-04-17 06:00:00,2022-04-18 06:00:00,CUST1342,Customer_1342,Consumer,East,PROD0118,Office Supplies,Shirts,Product_250,88.84242191186102,1,0.1,31.589767573046746,5.1769180796225855,Medium,88.84242191186102,88.84242191186102
ORD002552,2022-04-17 07:00:00,2022-04-18 07:00:00,CUST0111,Customer_1989,Corporate,East,PROD0079,Electronics,Paper,Product_326,57.16964174445756,1,0.0,37.785593943885324,5.566220081846607,Low,57.16964174445756,57.16964174445756
ORD002553,2022-04-17 08:00:00,2022-04-18 08:00:00,CUST0251,Customer_210,Corporate,East,PROD0237,Clothing,Shirts,Product_83,66.41108470443095,5,0.0,-12.116294382928634,4.899677634181499,Critical,13.28221694088619,66.41108470443095
ORD002554,2022-04-17 09:00:00,2022-04-18 09:00:00,CUST0383,Customer_1680,Consumer,Central,PROD0327,Clothing,Binders,Product_236,56.15515893830383,1,0.0,0.8026098186981045,6.476514271204274,Low,56.15515893830383,56.15515893830383
ORD002555,2022-04-17 10:00:00,2022-04-18 10:00:00,CUST0007,Customer_1416,Home Office,South,PROD0171,Furniture,Phones,Product_168,123.06510464080972,9,0.15,17.56834635358661,4.2648537604449075,Medium,13.673900515645524,123.06510464080972
ORD002556,2022-04-17 11:00:00,2022-04-18 11:00:00,CUST0459,Customer_1881,Consumer,Central,PROD0488,Electronics,Tables,Product_6,53.11420625233146,3,0.0,66.65832367270454,6.124644357317587,Low,17.70473541744382,53.11420625233146
ORD002557,2022-04-17 12:00:00,2022-04-18 12:00:00,CUST1108,Customer_96,Consumer,South,PROD0244,Office Supplies,Tables,Product_142,110.8105986912994,9,0.1,9.610561949643975,4.808925821496301,Medium,12.312288743477712,110.8105986912994
ORD002558,2022-04-17 13:00:00,2022-04-18 13:00:00,CUST0208,Customer_894,Consumer,Central,PROD0208,Clothing,Phones,Product_375,19.530659008588522,5,0.15,66.84775282429887,2.809238928227859,Medium,3.9061318017177045,19.530659008588522
ORD002559,2022-04-17 14:00:00,2022-04-18 14:00:00,CUST0900,Customer_1882,Consumer,Central,PROD0344,Electronics,Shirts,Product_125,144.31056574573398,2,0.2,-71.5910789784266,2.358666201956691,Medium,72.15528287286699,144.31056574573398
ORD002560,2022-04-17 15:00:00,2022-04-18 15:00:00,CUST1414,Customer_756,Corporate,West,PROD0087,Clothing,Appliances,Product_323,62.575977935957276,9,0.1,49.64456098757432,4.0369614134213245,Critical,6.952886437328586,62.575977935957276
ORD002561,2022-04-17 16:00:00,2022-04-18 16:00:00,CUST1338,Customer_1110,Home Office,West,PROD0139,Clothing,Paper,Product_395,79.27270478676714,7,0.15,-20.445964550918184,8.595833312781865,Medium,11.324672112395305,79.27270478676714
ORD002562,2022-04-17 17:00:00,2022-04-18 17:00:00,CUST0022,Customer_415,Consumer,South,PROD0088,Furniture,Paper,Product_167,38.93652820318751,6,0.15,16.223219048829698,4.0094095945633725,Medium,6.4894213671979175,38.93652820318751
ORD002563,2022-04-17 18:00:00,2022-04-18 18:00:00,CUST0410,Customer_394,Home Office,South,PROD0133,Office Supplies,Paper,Product_169,45.81997629551386,1,0.0,-7.3402411506409955,6.613033217308135,Medium,45.81997629551386,45.81997629551386
ORD002564,2022-04-17 19:00:00,2022-04-18 19:00:00,CUST0895,Customer_696,Home Office,West,PROD0442,Furniture,Tables,Product_24,71.28218959289416,3,0.15,12.482376413285644,4.26799862367271,Medium,23.760729864298053,71.28218959289416
ORD002565,2022-04-17 20:00:00,2022-04-18 20:00:00,CUST0515,Customer_1657,Consumer,East,PROD0039,Office Supplies,Binders,Product_171,45.91038124814702,5,0.15,11.973383632758233,5.9215553761976905,High,9.182076249629404,45.91038124814702
ORD002566,2022-04-17 21:00:00,2022-04-18 21:00:00,CUST1151,Customer_844,Corporate,Central,PROD0176,Furniture,Chairs,Product_109,139.5952665327023,5,0.1,-2.1093698270428463,2.640422190529499,Medium,27.919053306540462,139.5952665327023
ORD002567,2022-04-17 22:00:00,2022-04-18 22:00:00,CUST0809,Customer_1525,Consumer,East,PROD0478,Electronics,Appliances,Product_210,33.36723837753642,5,0.0,18.19262216698924,9.427454598312474,Medium,6.673447675507283,33.36723837753642
ORD002568,2022-04-17 23:00:00,2022-04-18 23:00:00,CUST1724,Customer_604,Corporate,East,PROD0080,Office Supplies,Tables,Product_95,30.48760003862927,3,0.25,24.381325848349043,6.112684592579609,Medium,10.162533346209758,30.48760003862927
ORD002569,2022-04-18 00:00:00,2022-04-19 00:00:00,CUST0874,Customer_582,Consumer,South,PROD0020,Electronics,Accessories,Product_202,169.89067783838692,4,0.25,-15.155271488412083,5.824251679371642,Medium,42.47266945959673,169.89067783838692
ORD002570,2022-04-18 01:00:00,2022-04-19 01:00:00,CUST0014,Customer_1940,Corporate,West,PROD0221,Office Supplies,Appliances,Product_410,177.9367785446023,6,0.15,-9.845294324401015,6.231556030109184,Low,29.656129757433717,177.9367785446023
ORD002571,2022-04-18 02:00:00,2022-04-19 02:00:00,CUST0971,Customer_133,Consumer,Central,PROD0337,Clothing,Accessories,Product_285,30.207483029010934,3,0.0,61.62587928248262,6.176979305837881,Critical,10.069161009670312,30.207483029010934
ORD002572,2022-04-18 03:00:00,2022-04-19 03:00:00,CUST0978,Customer_791,Home Office,South,PROD0275,Electronics,Shirts,Product_2,80.07190598331141,8,0.15,18.03086089763381,6.2454326488627565,Medium,10.008988247913926,80.07190598331141
ORD002573,2022-04-18 04:00:00,2022-04-19 04:00:00,CUST1014,Customer_649,Home Office,West,PROD0188,Furniture,Shirts,Product_286,54.64357000582427,3,0.15,22.124523516314888,5.227811255545456,Low,18.21452333527476,54.64357000582427
ORD002574,2022-04-18 05:00:00,2022-04-19 05:00:00,CUST1036,Customer_1338,Consumer,West,PROD0154,Office Supplies,Binders,Product_231,43.401280857951626,4,0.1,-5.5989201014181775,2.008544202275982,Low,10.850320214487907,43.401280857951626
ORD002575,2022-04-18 06:00:00,2022-04-19 06:00:00,CUST0087,Customer_1723,Consumer,East,PROD0463,Electronics,Appliances,Product_254,125.08429593212786,6,0.0,23.776410561462768,8.261949801346415,High,20.847382655354643,125.08429593212786
ORD002576,2022-04-18 07:00:00,2022-04-19 07:00:00,CUST1548,Customer_221,Consumer,West,PROD0409,Clothing,Tables,Product_111,141.872413472475,7,0.2,2.8789891657869737,10.50235295414944,Medium,20.267487638924997,141.872413472475
ORD002577,2022-04-18 08:00:00,2022-04-19 08:00:00,CUST0909,Customer_976,Corporate,Central,PROD0143,Furniture,Tables,Product_74,48.771195797160985,3,0.0,37.12397432720494,9.496756370312287,Low,16.25706526572033,48.771195797160985
ORD002578,2022-04-18 09:00:00,2022-04-19 09:00:00,CUST1561,Customer_1462,Consumer,West,PROD0251,Office Supplies,Phones,Product_76,118.9625488129847,9,0.0,5.3081268693258075,9.582512321081476,Medium,13.218060979220523,118.9625488129847
ORD002579,2022-04-18 10:00:00,2022-04-19 10:00:00,CUST1325,Customer_1070,Corporate,East,PROD0212,Electronics,Paper,Product_212,386.01476634233006,5,0.0,12.352566378298711,4.221271841954724,Medium,77.20295326846602,386.01476634233006
ORD002580,2022-04-18 11:00:00,2022-04-19 11:00:00,CUST1267,Customer_1814,Consumer,East,PROD0478,Electronics,Binders,Product_441,91.97864781239338,5,0.0,81.16555909403036,6.736306569752833,Medium,18.395729562478675,91.97864781239338
ORD002581,2022-04-18 12:00:00,2022-04-19 12:00:00,CUST0122,Customer_1216,Consumer,West,PROD0149,Electronics,Shirts,Product_118,93.10924462320172,9,0.0,35.388848471439736,12.248074153909918,Medium,10.34547162480019,93.10924462320172
ORD002582,2022-04-18 13:00:00,2022-04-19 13:00:00,CUST1171,Customer_1544,Consumer,West,PROD0175,Electronics,Phones,Product_233,89.73788557532735,3,0.2,13.888898653172197,7.262705888168621,Medium,29.912628525109117,89.73788557532735
ORD002583,2022-04-18 14:00:00,2022-04-19 14:00:00,CUST1591,Customer_1403,Consumer,Central,PROD0419,Furniture,Binders,Product_187,22.760064244694014,2,0.15,21.002521168346277,3.8436951447294745,High,11.380032122347007,22.760064244694014
ORD002584,2022-04-18 15:00:00,2022-04-19 15:00:00,CUST0750,Customer_788,Corporate,West,PROD0172,Office Supplies,Accessories,Product_275,40.87019861862527,3,0.0,55.02096287284838,4.0283000375428015,Medium,13.623399539541756,40.87019861862527
ORD002585,2022-04-18 16:00:00,2022-04-19 16:00:00,CUST1380,Customer_691,Home Office,East,PROD0134,Electronics,Accessories,Product_310,31.449812828509923,5,0.15,-13.00973513979211,16.639940101240423,Low,6.289962565701985,31.449812828509923
ORD002586,2022-04-18 17:00:00,2022-04-19 17:00:00,CUST0685,Customer_1358,Consumer,West,PROD0116,Electronics,Chairs,Product_454,59.59849186742472,7,0.0,19.438402419533787,11.489294304182,Low,8.51407026677496,59.59849186742472
ORD002587,2022-04-18 18:00:00,2022-04-19 18:00:00,CUST1928,Customer_39,Corporate,South,PROD0357,Furniture,Paper,Product_376,63.871371833899104,7,0.15,20.586914810584375,4.502082932719489,Medium,9.124481690557015,63.871371833899104
ORD002588,2022-04-18 19:00:00,2022-04-19 19:00:00,CUST1757,Customer_1317,Consumer,East,PROD0203,Office Supplies,Paper,Product_151,60.26372828744843,3,0.1,24.93089352340742,6.14698270200975,Low,20.087909429149477,60.26372828744843
ORD002589,2022-04-18 20:00:00,2022-04-19 20:00:00,CUST1655,Customer_690,Corporate,Central,PROD0407,Office Supplies,Binders,Product_211,43.666925526148816,9,0.25,3.3110666806442826,8.307127589148227,Low,4.851880614016535,43.666925526148816
ORD002590,2022-04-18 21:00:00,2022-04-19 21:00:00,CUST0309,Customer_162,Consumer,Central,PROD0492,Electronics,Accessories,Product_351,230.84829399396838,8,0.1,12.757379002517814,3.6780215653057953,Low,28.856036749246048,230.84829399396838
ORD002591,2022-04-18 22:00:00,2022-04-19 22:00:00,CUST0695,Customer_1355,Corporate,Central,PROD0295,Clothing,Phones,Product_289,129.42733074009357,5,0.15,-37.22836711318961,13.084594720594012,Low,25.885466148018715,129.42733074009357
