Customer_ID,Total_Revenue,Order_Count,First_Purchase,Last_Purchase,Lifespan_Days,Avg_Order_Value,Purchase_Frequency,CLV_Simple,CLV_Category
CUST0376,981.5705454259631,7,2022-02-28 15:00:00,2023-01-07 14:00:00,312,140.22436363228044,8.194711538461538,3447.294631892625,Very High
CUST0377,212.0365580332355,3,2022-03-28 12:00:00,2022-12-16 03:00:00,262,70.67885267774517,4.182251908396947,886.7902994844192,Low
CUST0378,651.7536220156527,6,2022-04-12 11:00:00,2023-02-17 14:00:00,311,108.62560366927545,7.046623794212218,2296.3312904297472,Medium
CUST0379,567.2708564152147,4,2022-01-07 06:00:00,2023-01-13 21:00:00,371,141.81771410380367,3.9380053908355794,1675.4367679702736,Low
CUST0380,417.1307402292052,3,2022-01-06 08:00:00,2022-10-13 12:00:00,280,139.04358007640172,3.913392857142857,1632.396459307684,Low
CUST0381,985.0159393133877,8,2022-04-08 14:00:00,2023-01-05 11:00:00,271,123.12699241417346,10.782287822878228,3982.7720129248873,Very High
CUST0382,379.0781224911283,2,2022-05-20 09:00:00,2022-07-07 06:00:00,47,189.53906124556414,15.542553191489361,8837.76282382242,Very High
CUST0383,896.9543104671416,9,2022-04-17 09:00:00,2023-01-14 22:00:00,272,99.66159005190462,12.085477941176471,3613.3738444645974,Very High
CUST0384,921.3758154999283,9,2022-04-27 14:00:00,2023-01-10 02:00:00,257,102.37509061110315,12.790856031128406,3928.3951355410372,Very High
CUST0385,284.7009132559722,3,2022-01-13 07:00:00,2022-11-07 02:00:00,297,94.9003044186574,3.6893939393939394,1050.3738239065035,Low
CUST0386,814.2763854574839,7,2022-01-02 03:00:00,2023-01-18 04:00:00,381,116.32519792249771,6.7106299212598435,2341.8460613255593,High
CUST0387,1092.4092900902087,10,2022-02-07 17:00:00,2023-01-16 14:00:00,342,109.24092900902087,10.679824561403509,3500.0218702232346,Very High
CUST0388,567.590001378233,4,2022-01-03 17:00:00,2022-11-24 08:00:00,324,141.89750034455824,4.509259259259259,1919.5578518833295,Medium
CUST0389,56.78924104466264,2,2022-02-15 03:00:00,2022-03-28 18:00:00,41,28.39462052233132,17.817073170731707,1517.7270945046116,Low
CUST0390,705.604188688296,8,2022-02-11 10:00:00,2022-12-17 22:00:00,309,88.200523586037,9.45631067961165,2502.154659401943,High
CUST0391,511.7113954687472,7,2022-03-03 08:00:00,2023-01-29 17:00:00,332,73.10162792410674,7.70105421686747,1688.878799954457,Low
CUST0392,466.3125813576752,4,2022-01-07 02:00:00,2023-02-15 08:00:00,404,116.5781453394188,3.616336633663366,1264.7574530264174,Low
CUST0393,353.374916273742,5,2022-01-08 20:00:00,2022-10-18 16:00:00,282,70.6749832547484,6.476063829787234,1373.0871081806838,Low
CUST0395,319.8822964543545,5,2022-04-13 14:00:00,2022-09-30 15:00:00,170,63.9764592908709,10.74264705882353,2061.829566705053,Medium
CUST0396,702.1054438803762,6,2022-02-03 02:00:00,2022-12-03 10:00:00,303,117.0175739800627,7.232673267326733,2539.0496373990836,High
CUST0397,688.9026169543887,7,2022-01-31 00:00:00,2022-08-04 21:00:00,185,98.41465956491267,13.820270270270269,4080.351581231196,Very High
CUST0398,870.1505679859159,8,2022-01-08 17:00:00,2023-02-09 07:00:00,396,108.76882099823949,7.378787878787878,2407.7461739155738,High
CUST0399,489.59110113038594,6,2022-03-29 12:00:00,2022-07-22 14:00:00,115,81.59851685506432,19.056521739130435,4664.951730988003,Very High
CUST0400,149.09868319872692,3,2022-01-23 15:00:00,2022-11-21 13:00:00,301,49.6995610662423,3.640365448504983,542.7736947342358,Low
CUST0401,820.6955131435744,9,2022-01-13 23:00:00,2022-09-29 04:00:00,258,91.18839034928605,12.741279069767442,3485.5701880894253,Very High
CUST0402,696.8711395927824,5,2022-01-05 03:00:00,2023-02-20 08:00:00,411,139.37422791855647,4.443430656934306,1857.8991513595893,Medium
CUST0403,205.0266524104333,3,2022-01-15 00:00:00,2022-09-06 19:00:00,234,68.34221747014443,4.682692307692308,960.0767281142406,Low
CUST0404,649.4124646961793,5,2022-01-17 01:00:00,2022-09-04 10:00:00,230,129.88249293923587,7.940217391304349,3093.8856877862545,High
CUST0405,1232.757709279476,9,2022-02-13 02:00:00,2023-02-13 04:00:00,365,136.97307880883068,9.006164383561643,3700.8061916246184,Very High
CUST0406,528.0758696126401,7,2022-03-21 05:00:00,2022-10-21 08:00:00,214,75.43940994466287,11.947429906542057,2703.9211875142546,High
CUST0407,939.6151051353387,6,2022-01-07 21:00:00,2022-11-09 04:00:00,305,156.60251752255644,7.185245901639344,3375.682791646057,Very High
CUST0408,295.85703759515394,4,2022-01-23 03:00:00,2023-02-07 14:00:00,380,73.96425939878849,3.8447368421052635,853.1193393286578,Low
CUST0409,29.57847713464825,1,2022-08-07 20:00:00,2022-08-07 20:00:00,1,29.57847713464825,365.25,32410.61632029082,Very High
CUST0410,202.3664536259926,4,2022-04-17 18:00:00,2023-02-17 03:00:00,305,50.59161340649815,4.7901639344262295,727.0263657727259,Low
CUST0411,166.76024922622005,1,2022-12-09 18:00:00,2022-12-09 18:00:00,1,166.76024922622005,365.25,182727.54308963064,Very High
CUST0412,546.9706414746456,4,2022-07-10 03:00:00,2022-09-21 00:00:00,72,136.7426603686614,20.291666666666664,8324.209449942262,Very High
CUST0413,392.385863367541,4,2022-02-01 04:00:00,2023-01-31 00:00:00,363,98.09646584188525,4.024793388429752,1184.4540214462343,Low
CUST0414,802.6937581879082,7,2022-03-27 13:00:00,2022-09-18 14:00:00,175,114.67053688398688,14.610000000000001,5026.009631625146,Very High
CUST0415,189.77197644983897,3,2022-11-08 18:00:00,2023-01-15 16:00:00,67,63.25732548327966,16.354477611940297,3103.621540222553,High
CUST0416,607.2209786055496,5,2022-09-20 00:00:00,2022-12-21 14:00:00,92,121.44419572110992,19.85054347826087,7232.199862032945,Very High
CUST0417,83.35499718357653,1,2022-10-26 00:00:00,2022-10-26 00:00:00,1,83.35499718357653,365.25,91336.23816390398,Very High
CUST0418,243.2320809628029,2,2022-01-31 18:00:00,2022-03-09 15:00:00,36,121.61604048140146,20.291666666666664,7403.376464305313,Very High
CUST0419,1143.587985317887,7,2022-01-07 04:00:00,2022-12-29 22:00:00,356,163.36971218826957,7.18188202247191,3519.90599694403,Very High
CUST0420,854.3399915561927,9,2022-03-03 21:00:00,2022-12-24 23:00:00,296,94.92666572846585,11.105574324324325,3162.6454248233044,High
CUST0421,550.5157789143946,6,2022-06-02 08:00:00,2022-12-16 15:00:00,197,91.75262981906576,11.124365482233504,3062.0693641900907,High
CUST0422,785.9183319607364,8,2022-03-02 10:00:00,2023-02-13 09:00:00,347,98.23979149509205,8.420749279538905,2481.7579603630456,High
CUST0423,404.05194601124424,3,2022-06-16 04:00:00,2022-11-26 08:00:00,163,134.68398200374807,6.72239263803681,2716.195827250435,High
CUST0424,87.17423410255714,2,2022-06-29 01:00:00,2022-10-27 19:00:00,120,43.58711705127857,6.0875,796.0097251489749,Low
CUST0425,1055.7803111064175,8,2022-02-23 13:00:00,2023-01-25 11:00:00,335,131.97253888830218,8.722388059701492,3453.3470922234537,Very High
CUST0426,195.11385415669054,2,2022-04-05 09:00:00,2023-01-22 12:00:00,292,97.55692707834527,2.5017123287671232,732.1781016855947,Low
CUST0427,640.3141827730093,6,2022-04-27 07:00:00,2023-02-03 02:00:00,281,106.71903046216822,7.7989323843416365,2496.8835080908357,High
CUST0428,386.5310912854645,4,2022-04-16 07:00:00,2022-09-01 13:00:00,138,96.63277282136613,10.58695652173913,3069.140893304694,High
CUST0429,723.1128609691406,9,2022-03-11 23:00:00,2023-02-03 06:00:00,328,80.34587344101561,10.022103658536585,2415.70401648456,High
CUST0430,285.4008347817629,2,2022-04-11 17:00:00,2022-10-10 00:00:00,181,142.70041739088146,4.035911602209945,1727.7788105641807,Medium
CUST0431,346.9994441908769,4,2022-07-09 10:00:00,2022-11-19 12:00:00,133,86.74986104771922,10.984962406015038,2858.831887008672,High
CUST0432,948.4438444717582,5,2022-01-28 16:00:00,2022-11-10 19:00:00,286,189.68876889435165,6.385489510489511,3633.7669320976547,Very High
CUST0433,211.82734365931015,2,2022-08-24 05:00:00,2022-12-21 09:00:00,119,105.91367182965507,6.1386554621848735,1950.5026202915049,Medium
CUST0434,659.8452317802969,4,2022-08-11 10:00:00,2023-01-28 16:00:00,170,164.96130794507422,8.594117647058823,4253.090663078002,Very High
CUST0435,925.0071181335659,9,2022-02-15 19:00:00,2023-02-20 04:00:00,369,102.77856868150732,8.908536585365853,2746.8199178722352,High
CUST0436,314.55235655363117,4,2022-05-27 16:00:00,2023-02-20 19:00:00,269,78.63808913840779,5.431226765799257,1281.3038836194846,Low
CUST0437,50.125736060524936,1,2022-07-29 07:00:00,2022-07-29 07:00:00,1,50.125736060524936,365.25,54925.275288320205,Very High
CUST0438,327.6863276843666,4,2022-01-19 13:00:00,2023-01-29 03:00:00,374,81.92158192109164,3.9064171122994655,960.0596084495846,Low
CUST0439,381.9386955727009,3,2022-10-12 00:00:00,2022-12-28 16:00:00,77,127.31289852423363,14.23051948051948,5435.186047711519,Very High
CUST0440,272.91009377738715,3,2022-07-14 07:00:00,2022-12-09 06:00:00,147,90.97003125912904,7.454081632653061,2034.2941173916458,Medium
CUST0441,541.3628880917452,4,2022-05-09 13:00:00,2022-11-25 12:00:00,199,135.3407220229363,7.341708542713568,2980.896405158441,High
CUST0442,966.4263739165292,8,2022-01-12 10:00:00,2023-02-08 01:00:00,391,120.80329673956615,7.4731457800511505,2708.3419417366667,High
CUST0443,825.401322984579,6,2022-03-13 21:00:00,2023-02-12 10:00:00,335,137.5668871640965,6.54179104477612,2699.80149152344,High
CUST0444,645.0361250071296,5,2022-01-24 21:00:00,2023-02-02 15:00:00,373,129.00722500142592,4.896112600536193,1894.9016996690677,Medium
CUST0445,642.5276952268764,7,2022-02-03 03:00:00,2022-09-13 23:00:00,222,91.78967074669663,11.516891891891891,3171.39514434617,High
CUST0446,342.68386546115,4,2022-05-13 08:00:00,2022-11-02 22:00:00,173,85.6709663652875,8.445086705202312,2170.4962172199716,Medium
CUST0447,803.6790747325581,8,2022-02-16 09:00:00,2023-02-02 18:00:00,351,100.45988434156976,8.324786324786324,2508.921214068947,High
CUST0448,550.6705260458292,3,2022-04-06 12:00:00,2023-01-19 17:00:00,288,183.5568420152764,3.8046875,2095.129267064991,Medium
CUST0449,337.89976214426224,5,2022-02-14 06:00:00,2022-09-21 16:00:00,219,67.57995242885245,8.33904109589041,1690.6560016875587,Low
CUST0450,578.5698259286826,6,2022-02-11 17:00:00,2023-02-06 13:00:00,359,96.4283043214471,6.104456824512535,1765.9272611736878,Medium
CUST0451,65.68744031621809,2,2022-09-02 01:00:00,2022-12-23 06:00:00,112,32.84372015810904,6.522321428571429,642.651899343714,Low
CUST0452,477.8627540453093,4,2022-03-14 20:00:00,2023-01-28 07:00:00,319,119.46568851132733,4.579937304075235,1641.4360901101809,Low
CUST0453,1034.574478290632,7,2022-01-16 14:00:00,2022-11-13 21:00:00,301,147.79635404151887,8.494186046511627,3766.2291846742855,Very High
CUST0454,325.4224617923868,5,2022-04-03 01:00:00,2022-11-15 16:00:00,226,65.08449235847736,8.080752212389381,1577.7949668540173,Low
CUST0455,1254.9564630220073,8,2022-02-03 08:00:00,2023-02-19 16:00:00,381,156.8695578777509,7.669291338582678,3609.235024557387,Very High
CUST0456,741.3852127773407,6,2022-01-05 14:00:00,2022-08-18 15:00:00,225,123.56420212955679,9.74,3610.5459862256494,Very High
CUST0457,1270.7925837552566,9,2022-02-01 14:00:00,2022-12-15 13:00:00,316,141.1991759728063,10.402689873417721,4406.553714081717,Very High
CUST0458,150.81876430248758,2,2022-10-04 20:00:00,2022-10-09 07:00:00,4,75.40938215124379,182.625,41314.915246112694,Very High
CUST0459,657.0651546692068,7,2022-04-09 01:00:00,2023-02-09 05:00:00,306,93.86645066702954,8.355392156862745,2352.873017087527,High
CUST0460,1056.6359085536997,9,2022-01-02 08:00:00,2023-02-16 08:00:00,410,117.40398983929997,8.017682926829268,2823.923894628577,High
CUST0461,634.8627182166865,5,2022-02-11 02:00:00,2023-01-29 16:00:00,352,126.9725436433373,5.1882102272727275,1976.280748539586,Medium
CUST0462,188.40089054496644,2,2022-08-22 12:00:00,2022-10-05 23:00:00,44,94.20044527248322,16.602272727272727,4691.824450332886,Very High
CUST0463,326.4194040563085,3,2022-05-28 21:00:00,2022-11-11 16:00:00,166,108.80646801876951,6.600903614457831,2154.663024064458,Medium
CUST0464,485.5360860352602,5,2022-01-14 17:00:00,2023-02-07 23:00:00,389,97.10721720705205,4.6947300771208225,1367.6765199823558,Low
CUST0465,433.2957418571227,6,2022-05-23 19:00:00,2022-11-20 20:00:00,181,72.21595697618712,12.107734806629834,2623.1149676239897,High
CUST0466,112.22456837736014,1,2022-03-24 04:00:00,2022-03-24 04:00:00,1,112.22456837736014,365.25,122970.07079949237,Very High
CUST0467,570.9244171990224,5,2022-01-01 10:00:00,2023-01-10 19:00:00,374,114.18488343980448,4.883021390374332,1672.7016848818955,Low
CUST0468,340.70617644554113,4,2022-02-25 08:00:00,2022-12-26 03:00:00,303,85.17654411138528,4.821782178217822,1232.108227195385,Low
CUST0469,145.69784676346606,2,2022-03-15 00:00:00,2023-02-16 01:00:00,338,72.84892338173303,2.1612426035502956,472.3325905061181,Low
CUST0470,235.37182087677223,3,2022-01-19 04:00:00,2023-01-23 08:00:00,369,78.45727362559074,2.969512195121951,698.9394924816345,Low
CUST0471,1138.7214930001483,12,2022-01-23 19:00:00,2023-01-26 00:00:00,367,94.89345775001236,11.942779291553133,3399.874866362159,Very High
CUST0472,457.7325846934837,4,2022-10-30 20:00:00,2023-02-13 12:00:00,105,114.43314617337093,13.914285714285715,4776.766473122712,Very High
CUST0473,142.19081836332916,2,2022-01-15 19:00:00,2022-06-03 20:00:00,139,71.09540918166458,5.255395683453237,1120.903519579985,Low
CUST0474,466.44768328614737,4,2022-01-28 15:00:00,2023-01-23 19:00:00,360,116.61192082153684,4.058333333333334,1419.750136002211,Low
CUST0475,269.7094460930507,3,2022-01-02 15:00:00,2022-08-23 08:00:00,232,89.90314869768356,4.723060344827586,1273.8539894675012,Low
CUST0476,617.7751609655563,8,2022-02-07 10:00:00,2022-12-04 20:00:00,300,77.22189512069454,9.74,2256.4237754266946,Medium
CUST0477,497.68448906314256,6,2022-01-20 15:00:00,2023-02-19 13:00:00,394,82.94741484385709,5.562182741116752,1384.1060377942601,Low
CUST0478,693.8994964387842,6,2022-03-03 18:00:00,2023-02-16 19:00:00,350,115.64991607313071,6.261428571428572,2172.401066350851,Medium
CUST0479,314.6648113935249,2,2022-10-25 18:00:00,2023-01-05 13:00:00,71,157.33240569676244,10.288732394366196,4856.253057527532,Very High
CUST0480,518.9415952316549,6,2022-07-03 04:00:00,2023-02-11 23:00:00,223,86.49026587194248,9.827354260089686,2549.9114483187705,High
CUST0481,559.9727952547477,6,2022-05-15 05:00:00,2023-01-04 06:00:00,234,93.32879920912461,9.365384615384617,2622.180300856367,High
CUST0482,303.5159623554461,3,2022-03-21 21:00:00,2022-07-03 02:00:00,103,101.17198745181537,10.638349514563107,3228.908890786214,High
CUST0483,808.4781565497082,6,2022-05-08 17:00:00,2022-11-19 03:00:00,194,134.74635942495135,11.296391752577321,4566.44298989352,Very High
CUST0484,113.18251268266908,2,2022-04-07 12:00:00,2022-08-09 16:00:00,124,56.59125634133454,5.891129032258064,1000.1591796131827,Low
CUST0485,1296.6877857952227,11,2022-01-09 13:00:00,2023-01-28 19:00:00,384,117.8807077995657,10.462890625,3700.118857513321,Very High
CUST0486,300.81767408338453,3,2022-06-21 09:00:00,2022-10-20 18:00:00,121,100.27255802779484,9.055785123966942,2724.1402179906495,High
CUST0487,25.690972535897583,1,2023-02-08 04:00:00,2023-02-08 04:00:00,1,25.690972535897583,365.25,28150.883156209777,Very High
CUST0488,713.2136699681835,6,2022-01-27 05:00:00,2022-10-19 21:00:00,265,118.86894499469724,8.269811320754716,2949.0712410099504,High
CUST0489,277.49576273858776,6,2022-01-15 09:00:00,2022-08-28 13:00:00,225,46.24929378976463,9.74,1351.4043645369225,Low
CUST0490,881.7588777489672,8,2022-01-22 10:00:00,2022-11-28 02:00:00,309,110.2198597186209,9.45631067961165,3126.8197096874783,High
CUST0491,478.3583535933416,5,2022-03-14 18:00:00,2023-01-03 13:00:00,294,95.67167071866831,6.211734693877551,1782.8611086731428,Medium
CUST0492,526.192551498692,4,2022-02-05 04:00:00,2023-01-27 05:00:00,356,131.548137874673,4.103932584269663,1619.594068271606,Low
CUST0493,517.2769362200072,7,2022-01-06 09:00:00,2023-01-08 22:00:00,367,73.89670517428674,6.966621253405995,1544.4310704715883,Low
CUST0494,965.4567180494803,8,2022-03-17 23:00:00,2023-01-23 12:00:00,311,120.68208975618504,9.395498392282958,3401.605140844753,Very High
CUST0495,544.7454638602148,6,2022-04-27 06:00:00,2022-12-27 10:00:00,244,90.79091064336914,8.981557377049182,2446.3313197738953,High
CUST0496,192.9085813726329,3,2022-08-26 13:00:00,2023-02-04 19:00:00,162,64.3028604575443,6.763888888888888,1304.8122101176696,Low
CUST0497,406.7592269191198,5,2022-01-21 01:00:00,2022-05-31 12:00:00,130,81.35184538382396,14.048076923076923,3428.5109453586574,Very High
CUST0498,405.44384581004954,3,2022-05-03 15:00:00,2023-02-02 04:00:00,274,135.14794860334985,3.9990875912408756,1621.405452723948,Low
CUST0499,763.8252381930416,8,2022-01-31 06:00:00,2023-01-22 18:00:00,356,95.4781547741302,8.207865168539326,2351.01546278097,High
CUST0500,1135.7385299565155,7,2022-02-06 04:00:00,2022-12-13 08:00:00,310,162.24836142235935,8.24758064516129,4014.4693361285545,Very High
CUST0501,249.6012549113574,4,2022-04-13 09:00:00,2023-01-29 05:00:00,290,62.40031372783935,5.037931034482759,943.1054312728272,Low
CUST0502,457.0814145972769,4,2022-02-10 20:00:00,2023-01-17 16:00:00,340,114.27035364931922,4.297058823529412,1473.0792942499004,Low
CUST0503,788.731872429878,7,2022-01-07 20:00:00,2023-01-19 04:00:00,376,112.67598177569685,6.7998670212765955,2298.5450776995713,Medium
CUST0504,438.4585012382953,5,2022-02-25 17:00:00,2022-09-12 14:00:00,198,87.69170024765906,9.223484848484848,2426.469205716475,High
CUST0505,930.1215327868122,6,2022-02-07 21:00:00,2022-11-30 07:00:00,295,155.0202554644687,7.428813559322034,3454.849727292032,Very High
CUST0506,530.867623620491,3,2022-03-31 06:00:00,2022-12-13 23:00:00,257,176.95587454016368,4.2636186770428015,2263.417115105654,Medium
CUST0507,106.70222938704924,2,2022-08-12 03:00:00,2022-12-13 17:00:00,123,53.35111469352462,5.939024390243903,950.5607142346278,Low
CUST0508,507.43076784959857,7,2022-06-20 03:00:00,2023-01-03 11:00:00,197,72.49010969279979,12.978426395939087,2822.422659244658,High
CUST0509,581.1025163252915,6,2022-01-04 08:00:00,2022-09-13 06:00:00,251,96.85041938754858,8.731075697211155,2536.8250289380007,High
CUST0510,325.6062024902198,4,2022-01-17 18:00:00,2022-10-31 19:00:00,287,81.40155062255495,5.090592334494774,1243.1463288454997,Low
CUST0511,618.3884407694959,5,2022-01-02 17:00:00,2022-07-23 12:00:00,201,123.67768815389918,9.085820895522387,3371.1399700157963,Very High
CUST0512,145.2724289481026,2,2022-01-23 14:00:00,2022-09-14 17:00:00,234,72.6362144740513,3.1217948717948723,680.2660855550574,Low
CUST0513,871.9895773407608,5,2022-01-26 21:00:00,2023-01-20 23:00:00,359,174.39791546815215,5.087047353760446,2661.511363150804,High
CUST0514,346.82478178968967,3,2022-03-15 19:00:00,2022-09-30 20:00:00,199,115.60826059656323,5.506281407035176,1909.7148474676003,Medium
CUST0515,433.48363837319573,6,2022-04-17 20:00:00,2023-01-31 07:00:00,288,72.24727306219928,7.609375,1649.269780373018,Low
CUST0516,1081.8455716669462,9,2022-01-29 17:00:00,2023-02-14 14:00:00,380,120.20506351854958,8.650657894736842,3119.558645142253,High
CUST0517,859.5886593028589,5,2022-03-04 12:00:00,2022-09-02 23:00:00,182,171.9177318605718,10.034340659340659,5175.243260610481,Very High
CUST0518,639.3578642158687,6,2022-01-20 18:00:00,2023-01-31 20:00:00,376,106.55964403597812,5.82845744680851,1863.2350524322824,Medium
CUST0519,438.20344822641596,4,2022-05-22 07:00:00,2022-10-12 05:00:00,142,109.55086205660399,10.288732394366196,3381.418509817572,Very High
CUST0520,807.8837351868087,9,2022-04-11 22:00:00,2023-02-15 18:00:00,309,89.76485946520097,10.638349514563107,2864.8498473493387,High
CUST0521,733.1029330743479,8,2022-01-06 17:00:00,2023-01-23 21:00:00,382,91.63786663429349,7.649214659685863,2102.873138524127,Medium
CUST0522,448.6931417392787,4,2022-01-29 02:00:00,2023-02-14 03:00:00,381,112.17328543481968,3.834645669291339,1290.4344096084376,Low
CUST0523,406.6243328725819,4,2022-05-30 06:00:00,2023-02-12 12:00:00,258,101.65608321814547,5.662790697674418,1726.9713672291919,Medium
CUST0524,365.39176996268577,5,2022-02-19 11:00:00,2023-02-11 15:00:00,357,73.07835399253716,5.1155462184873945,1121.50709225942,Low
CUST0525,489.6206073821293,6,2022-01-09 21:00:00,2023-02-21 04:00:00,407,81.60343456368823,5.384520884520885,1318.186192970438,Low
CUST0526,682.0346557138428,6,2022-02-20 23:00:00,2022-11-09 21:00:00,261,113.67244261897379,8.39655172413793,2863.3696321779435,High
CUST0527,332.0132978594271,3,2022-04-12 15:00:00,2022-12-01 02:00:00,232,110.6710992864757,4.723060344827586,1568.1188410752898,Low
CUST0528,636.6413170543268,5,2022-09-30 01:00:00,2023-01-03 23:00:00,95,127.32826341086536,19.223684210526315,7343.154980655565,Very High
CUST0529,373.74956880857076,4,2022-06-16 07:00:00,2023-02-13 02:00:00,241,93.43739220214269,6.062240663900415,1699.3198756099227,Low
CUST0530,431.1109187918842,5,2022-04-21 19:00:00,2023-02-19 21:00:00,304,86.22218375837684,6.0074013157894735,1553.9137804809445,Low
CUST0531,516.5008383958208,3,2022-05-08 01:00:00,2023-02-05 23:00:00,273,172.16694613194025,4.013736263736264,2073.098145319489,Medium
CUST0532,652.4220017887206,6,2022-02-26 13:00:00,2023-01-24 07:00:00,331,108.73700029812011,6.620845921450151,2159.7927748035972,Medium
CUST0533,174.3120123704857,4,2022-06-27 08:00:00,2023-01-01 07:00:00,187,43.57800309262142,7.812834224598931,1021.4031420051322,Low
CUST0534,379.270412510531,5,2022-02-19 05:00:00,2022-11-23 14:00:00,277,75.8540825021062,6.592960288808665,1500.308861041207,Low
CUST0535,243.2062677337958,4,2022-04-05 08:00:00,2023-02-12 18:00:00,313,60.80156693344895,4.667731629392971,851.4161912757405,Low
CUST0536,348.3739978013931,4,2022-06-05 17:00:00,2023-01-24 15:00:00,232,87.09349945034828,6.297413793103448,1645.3914141848124,Low
CUST0537,801.1423090094289,7,2022-02-22 14:00:00,2023-02-02 23:00:00,345,114.44890128706128,7.410869565217391,2544.497637962556,High
CUST0538,596.5822225356724,6,2022-01-22 23:00:00,2023-02-08 19:00:00,381,99.43037042261206,5.751968503937008,1715.761077016963,Medium
CUST0540,640.627821855606,8,2022-02-10 13:00:00,2022-12-29 21:00:00,322,80.07847773195076,9.074534161490684,2180.0246453362743,Medium
CUST0541,500.0205100638011,4,2022-01-09 19:00:00,2022-09-23 13:00:00,256,125.00512751595028,5.70703125,2140.224507431289,Medium
CUST0542,877.2400935961352,7,2022-02-16 17:00:00,2023-01-05 05:00:00,322,125.32001337087647,7.940217391304348,2985.2044489377804,High
CUST0543,265.59916674822875,3,2022-02-25 00:00:00,2022-11-06 16:00:00,254,88.53305558274292,4.3139763779527565,1145.788531355794,Low
CUST0544,375.9964029982874,4,2022-06-22 04:00:00,2023-02-19 01:00:00,241,93.99910074957185,6.062240663900415,1709.5355128023793,Medium
CUST0546,1292.8077033177926,10,2022-02-17 10:00:00,2023-02-14 01:00:00,361,129.28077033177925,10.117728531855956,3924.0832158184803,Very High
CUST0547,404.7086328483105,5,2022-01-20 07:00:00,2023-02-13 14:00:00,389,80.94172656966211,4.6947300771208225,1139.998674662047,Low
CUST0548,353.73295974044004,4,2022-02-25 03:00:00,2023-01-30 00:00:00,338,88.43323993511001,4.322485207100591,1146.754114306471,Low
CUST0549,419.3914804025193,4,2022-04-19 07:00:00,2023-01-07 17:00:00,263,104.84787010062982,5.555133079847909,1747.3316146428156,Medium
CUST0550,645.9272699414663,5,2022-03-03 23:00:00,2023-01-17 23:00:00,320,129.18545398829326,5.70703125,2211.7962688698804,Medium
CUST0551,774.5825318317267,4,2022-01-15 13:00:00,2023-01-05 01:00:00,354,193.64563295793167,4.127118644067797,2397.5955063689676,High
CUST0552,432.7815366701949,3,2022-03-17 14:00:00,2022-11-06 23:00:00,234,144.2605122233983,4.682692307692308,2026.5827726767784,Medium
CUST0553,671.6387111107836,6,2022-04-16 21:00:00,2023-02-01 18:00:00,290,111.93978518513059,7.556896551724138,2537.7521299987625,High
CUST0554,909.6122709105908,7,2022-03-03 11:00:00,2023-01-25 12:00:00,328,129.9446101300844,7.794969512195122,3038.742822714268,High
CUST0555,352.67257992939767,2,2022-07-06 16:00:00,2022-08-09 14:00:00,33,176.33628996469884,22.136363636363633,11710.332710837498,Very High
CUST0556,457.3323687793082,4,2022-11-10 02:00:00,2023-02-17 10:00:00,99,114.33309219482705,14.757575757575756,5061.837808989161,Very High
CUST0557,926.3304891877017,8,2022-01-10 06:00:00,2023-02-04 22:00:00,390,115.79131114846271,7.4923076923076914,2602.6323936600616,High
CUST0558,315.06793292367985,4,2022-06-28 10:00:00,2023-02-10 18:00:00,227,78.76698323091996,6.436123348017621,1520.8620594763092,Low
CUST0559,1328.0015761624263,11,2022-02-26 16:00:00,2023-02-05 12:00:00,343,120.72741601476604,11.713556851311953,4242.442353002853,Very High
CUST0560,702.6036865115552,7,2022-01-27 03:00:00,2022-09-25 07:00:00,241,100.37195521593647,10.608921161825725,3194.5144792325173,High
CUST0561,683.5486670707406,7,2022-03-11 07:00:00,2023-02-07 19:00:00,333,97.64980958153437,7.677927927927928,2249.2446004287203,Medium
CUST0562,117.897502203069,1,2023-01-16 09:00:00,2023-01-16 09:00:00,1,117.897502203069,365.25,129186.18803901284,Very High
CUST0563,670.0584111212496,7,2022-01-03 03:00:00,2022-12-28 06:00:00,359,95.72263016017851,7.121866295264624,2045.1713202955689,Medium
CUST0564,468.8245730603028,5,2022-01-09 08:00:00,2022-10-14 15:00:00,278,93.76491461206055,6.569244604316546,1847.8939781684417,Medium
CUST0565,420.4813544224269,4,2022-01-04 00:00:00,2023-02-12 05:00:00,404,105.12033860560672,3.616336633663366,1140.451594327659,Low
CUST0566,711.1894218575105,6,2022-01-04 21:00:00,2023-01-12 23:00:00,373,118.53157030958509,5.875335120643432,2089.2380938347646,Medium
CUST0567,841.8727235958225,5,2022-03-08 13:00:00,2023-02-07 01:00:00,335,168.3745447191645,5.451492537313433,2753.6777220302165,High
CUST0568,329.3743266100762,2,2022-09-13 19:00:00,2022-10-15 11:00:00,31,164.6871633050381,23.564516129032256,11642.31994783842,Very High
CUST0569,422.29679477968773,5,2022-02-04 06:00:00,2023-01-26 10:00:00,356,84.45935895593755,5.129915730337078,1299.8081822467493,Low
CUST0570,614.7636137407512,6,2022-01-21 21:00:00,2022-11-09 02:00:00,291,102.46060229012521,7.530927835051546,2314.8702053485504,Medium
CUST0571,629.868290283187,5,2022-04-04 10:00:00,2022-11-09 14:00:00,219,125.97365805663739,8.33904109589041,3151.4985346018357,High
CUST0572,272.49495632496865,4,2022-04-07 03:00:00,2023-01-08 02:00:00,275,68.12373908124216,5.3127272727272725,1085.7685396112158,Low
